SS_GROUP,Village,Surface,Agro_1,Agro_12,Agro_13,Agro_14,Agro_15,Agro_16,Agro_2,Agro_3,Agro_4,Agro_5,Agro_6,Agro_7,Agro_8,Agro_9
2,584,22.8762,,,,1.0,,,,,,,,,,
2,586,48.5528,,,,1.0,,,,,,,,,,
2,608,18.2615,,,1.0,,,,,,,,,,,
2,626,6.7046,,,1.0,,,,,,,,,,,
2,642,13.3188,,,1.0,,,,,,,,,,,
2,651,63.9999,,,,1.0,,,,,,,,,,
2,652,30.8764,,,,1.0,,,,,,,,,,
2,653,75.0204,,,,1.0,,,,,,,,,,
2,654,88.5579,,,,1.0,,,,,,,,,,
2,655,66.1234,,,,1.0,,,,,,,,,,
2,656,15.7274,,,,0.6555922936609924,,,0.34440770633900764,,,,,,,
2,657,7.79554,,,,,,,1.0,,,,,,,
2,658,28.4849,,,,1.0,,,,,,,,,,
2,659,152.735,,,,0.8236359058889297,,,,0.17636409411107035,,,,,,
2,660,212.627,,,,0.1342999205120546,,,,0.8657000794879455,,,,,,
2,661,16.6269,,,,,,,1.0,,,,,,,
2,662,38.8859,,,,,,,0.1618406097219194,0.8381593902780806,,,,,,
2,663,12.3015,,,,,,,0.6438445090528712,0.35615549094712884,,,,,,
2,664,68.1488,,,,,,,,1.0,,,,,,
2,665,26.5122,,,,,,,,1.0,,,,,,
2,666,38.4019,,,,,,,,1.0,,,,,,
2,667,32.9795,,,,,,,,1.0,,,,,,
2,668,23.1163,,,,,,,,1.0,,,,,,
2,669,16.5027,,,,,,,,1.0,,,,,,
2,670,31.5019,,,,0.38345252267760976,,,,0.6165474773223902,,,,,,
2,671,8.16408,,,,0.413595068137573,,,,,0.5864049318624269,,,,,
2,672,23.837,,,,1.0,,,,,,,,,,
2,673,18.9758,,,,1.0,,,,,,,,,,
2,675,45.4222,,,,0.5395082090111704,,,,0.46049179098882975,,,,,,
2,676,11.2788,,,,1.0,,,,,,,,,,
2,677,24.3127,,,,1.0,,,,,,,,,,
2,678,25.7398,,,,1.0,,,,,,,,,,
2,679,154.151,,,,0.31559847842777766,,,,0.6844015215722222,,,,,,
2,680,72.7471,,,,0.04709552877124265,,,,0.9529044712287574,,,,,,
2,683,118.567,,,,,,,,1.0,,,,,,
2,697,8.21959,1.0,,,,,,,,,,,,,
2,708,9.15034,,,1.0,,,,,,,,,,,
2,709,9.82326,,,1.0,,,,,,,,,,,
2,722,68.2464,,,,,1.0,,,,,,,,,
2,725,14.9487,,,,,1.0,,,,,,,,,
2,726,7.5185,,,0.7351801724745163,,0.2648198275254837,,,,,,,,,
2,727,20.6617,,,1.0,,,,,,,,,,,
2,729,6.93449,,,1.0,,,,,,,,,,,
2,730,35.4203,,,1.0,,,,,,,,,,,
2,733,36.1951,,,1.0,,,,,,,,,,,
2,756,11.3429,,,,1.0,,,,,,,,,,
2,758,58.1135,,,,1.0,,,,,,,,,,
2,759,37.5749,,,,1.0,,,,,,,,,,
2,760,78.9915,,,,0.4698328680674425,,,,0.5301671319325575,,,,,,
2,761,28.3573,,,,,,,,1.0,,,,,,
2,762,57.308,,,,,,,,1.0,,,,,,
2,763,92.4955,,,,,,,,1.0,,,,,,
2,764,47.0428,,,,,,,,1.0,,,,,,
2,765,30.3205,,,,,,,,1.0,,,,,,
2,766,146.629,,,,,,,,1.0,,,,,,
2,767,268.539,,,,,,,,1.0,,,,,,
2,768,79.8165,,,,,,,,1.0,,,,,,
2,769,6.32065,,,,,,,1.0,,,,,,,
2,770,49.867,,,,,,,,1.0,,,,,,
2,773,63.4656,,,,,,,0.055563596597031244,0.9444364034029687,,,,,,
2,774,18.6389,,,,,,,,1.0,,,,,,
2,780,91.8693,,,,,,,,1.0,,,,,,
2,781,8.65399,,,,,,,,,1.0,,,,,
2,782,99.0948,,,,,,,,1.0,,,,,,
2,783,174.597,,,,,,,,1.0,,,,,,
2,784,98.8374,,,,,,,,1.0,,,,,,
2,785,116.916,,,,,,,,1.0,,,,,,
2,786,115.18,,,,,,,,1.0,,,,,,
2,787,152.12,,,,,,,,1.0,,,,,,
2,788,12.783,,,,,,,,1.0,,,,,,
2,789,87.2877,,,,,,,,0.8846846324368915,0.11531536756310848,,,,,
2,817,21.1337,,,,,1.0,,,,,,,,,
2,826,12.7847,,,,,,1.0,,,,,,,,
2,827,45.6589,,,,,1.0,,,,,,,,,
2,829,12.0281,,,,,1.0,,,,,,,,,
2,830,83.3044,,,,,1.0,,,,,,,,,
2,851,35.8987,1.0,,,,,,,,,,,,,
2,853,31.3578,,,,0.7981856576672158,,,,0.20181434233278409,,,,,,
2,854,33.9115,,,,,,,,1.0,,,,,,
2,858,60.8291,,,,,,,,1.0,,,,,,
2,860,13.9618,,,,,,,,1.0,,,,,,
2,870,9.39786,,,,,,,,1.0,,,,,,
2,872,15.8737,,,,,,,,,1.0,,,,,
2,873,32.3832,,,,,,,,1.0,,,,,,
2,874,114.59,,,,,,,,1.0,,,,,,
2,875,82.0783,,,,,,,,1.0,,,,,,
2,876,325.673,,,,,,,,1.0,,,,,,
2,877,188.495,,,,,,,,1.0,,,,,,
2,878,107.359,,,,,0.20183419488426108,,,0.798165805115739,,,,,,
2,879,324.946,,,,,,,,1.0,,,,,,
2,880,43.7558,,,,,,,,0.4649581657620766,0.5350418342379235,,,,,
2,881,19.1292,,,,,,,,1.0,,,,,,
2,883,20.1499,,,,,,,,1.0,,,,,,
2,896,13.219,1.0,,,,,,,,,,,,,
2,897,33.3852,1.0,,,,,,,,,,,,,
2,910,64.9621,,,,,0.34861094244880614,0.6513890575511938,,,,,,,,
2,923,11.9944,,,,,1.0,,,,,,,,,
2,945,20.9224,0.1005931027023129,,,,,,,0.899406897297687,,,,,,
2,946,42.09,,,,,,,,1.0,,,,,,
2,947,101.764,,,,,,,,1.0,,,,,,
2,951,77.632,,,,,,,,1.0,,,,,,
2,952,144.993,,,,,,,,1.0,,,,,,
2,966,123.922,,,,,,,,1.0,,,,,,
2,970,118.213,,,,,0.11056724901599148,,,0.8894327509840085,,,,,,
2,973,156.737,,,,,0.21930579913023285,,,0.2722183638120986,0.5084758370576686,,,,,
2,974,78.6407,,,,,0.21017646285994304,,,,0.7898235371400569,,,,,
2,975,119.527,,,,,0.8973296894711045,,,,0.10267031052889548,,,,,
2,989,15.1343,,,,,,,,1.0,,,,,,
2,990,16.3504,1.0,,,,,,,,,,,,,
2,991,30.6177,1.0,,,,,,,,,,,,,
2,992,8.13282,1.0,,,,,,,,,,,,,
2,993,108.301,,,,,1.0,,,,,,,,,
2,994,19.9083,,,,,1.0,,,,,,,,,
2,995,19.616,1.0,,,,,,,,,,,,,
2,1012,32.6711,0.872285874436876,,,,0.12771412556312411,,,,,,,,,
2,1013,5.49034,1.0,,,,,,,,,,,,,
2,1017,10.991,0.9306047015580428,,,,0.0693952984419573,,,,,,,,,
2,1019,20.806,,,,,,,,1.0,,,,,,
2,1020,14.7406,,,,,,,,1.0,,,,,,
2,1022,32.6768,,,,,,,,1.0,,,,,,
2,1023,62.4073,,,,,,,,1.0,,,,,,
2,1042,329.277,,,,,0.29717352811926756,0.692565240099659,,,0.010261231781073412,,,,,
2,1048,66.2986,,,,,1.0,,,,,,,,,
2,1052,55.998,,,,,1.0,,,,,,,,,
2,1053,39.2879,,,,,1.0,,,,,,,,,
2,1054,42.8082,,,,,1.0,,,,,,,,,
2,1317,6.15646,,,,,,,1.0,,,,,,,
2,1339,7.04733,,,,,,,1.0,,,,,,,
2,1340,5.50077,,,,,,,1.0,,,,,,,
2,1343,4.92805,,,,,,,1.0,,,,,,,
2,1350,9.67541,,,,,,,1.0,,,,,,,
2,1417,9.11325,,,,,,,1.0,,,,,,,
2,1420,5.38547,,,,,,,1.0,,,,,,,
2,1422,9.08249,,,,,,,1.0,,,,,,,
2,1428,12.1133,,,,,,,1.0,,,,,,,
2,1436,6.64152,,,,,,,1.0,,,,,,,
2,1439,7.63358,,,,,,,1.0,,,,,,,
2,1440,2.03031,,,,,,,1.0,,,,,,,
2,1441,4.36335,,,,,,,1.0,,,,,,,
2,1444,3.87984,,,,,,,1.0,,,,,,,
2,1446,2.1289,,,,,,,1.0,,,,,,,
2,1460,5.56276,,,,1.0,,,,,,,,,,
2,1476,10.0797,,,,1.0,,,,,,,,,,
2,1477,14.7663,,,,1.0,,,,,,,,,,
2,1495,12.2464,,,,,,,1.0,,,,,,,
2,1496,8.2825,,,,,,,1.0,,,,,,,
2,1499,39.0094,,,,0.5519162805385585,,,0.4480837194614416,,,,,,,
2,1501,5.76772,,,,,,,1.0,,,,,,,
2,1503,9.21503,,,,,,,1.0,,,,,,,
2,1504,11.5875,,,,,,,1.0,,,,,,,
2,1505,7.00434,,,,,,,1.0,,,,,,,
2,1509,5.88587,,,,0.3072941906220318,,,0.6927058093779681,,,,,,,
2,1512,15.7241,,,,0.43984539585867943,,,0.5601546041413206,,,,,,,
2,1649,17.8923,,,,0.027997069036923762,,,0.9720029309630762,,,,,,,
2,1651,6.04383,,,,,,,1.0,,,,,,,
2,1652,9.13807,,,,,,,1.0,,,,,,,
2,1653,27.6026,,,,0.8561918910025623,,,0.14380810899743776,,,,,,,
2,1655,8.04296,,,,0.011441236655434943,,,0.988558763344565,,,,,,,
2,1657,5.31978,,,,,,,1.0,,,,,,,
2,1658,9.46306,,,,,,,1.0,,,,,,,
2,1664,25.882,,,,0.48052266614964073,,,0.5194773338503592,,,,,,,
2,1665,13.4635,,,,0.24950519649557712,,,0.7504948035044229,,,,,,,
2,1666,6.73361,,,,,,,1.0,,,,,,,
2,1667,8.50319,,,,,,,1.0,,,,,,,
2,1668,5.43648,,,,,,,1.0,,,,,,,
2,1669,6.71922,,,,0.2687082140796634,,,0.7312917859203366,,,,,,,
2,1670,9.792,,,,0.5288294371488002,,,0.47117056285119974,,,,,,,
2,1671,6.37461,,,,,,,1.0,,,,,,,
2,1672,12.8435,,,,0.018507065177184298,,,0.9814929348228157,,,,,,,
2,1673,8.72049,,,,,,,1.0,,,,,,,
2,1674,10.2855,,,,,,,1.0,,,,,,,
2,1675,5.75894,,,,,,,1.0,,,,,,,
2,1676,15.5342,,,,,,,1.0,,,,,,,
2,1677,50.8315,,,,1.0,,,,,,,,,,
2,1678,19.6793,,,,0.7475950721430075,,,0.25240492785699253,,,,,,,
2,1679,53.5833,,,,1.0,,,,,,,,,,
2,1680,16.11,,,,1.0,,,,,,,,,,
2,1681,29.1383,,,,1.0,,,,,,,,,,
2,1685,13.2111,,,,1.0,,,,,,,,,,
2,1686,6.58948,,,,1.0,,,,,,,,,,
2,1687,24.2923,,,,1.0,,,,,,,,,,
2,1688,2.4552,,,,1.0,,,,,,,,,,
2,1689,12.2858,,,,1.0,,,,,,,,,,
2,1691,29.5153,,,,1.0,,,,,,,,,,
2,1692,29.7476,,,,1.0,,,,,,,,,,
2,1693,25.1284,,,,1.0,,,,,,,,,,
2,1694,18.4915,,,,1.0,,,,,,,,,,
2,1695,10.1874,,,,1.0,,,,,,,,,,
2,1696,6.95494,,,,1.0,,,,,,,,,,
2,1697,6.22731,,,,1.0,,,,,,,,,,
2,1698,13.713,,,,1.0,,,,,,,,,,
2,1699,10.0314,,,,1.0,,,,,,,,,,
2,1700,5.3178,,,,1.0,,,,,,,,,,
2,1701,2.51192,,,,1.0,,,,,,,,,,
2,1702,11.7727,,,,1.0,,,,,,,,,,
2,1703,19.4661,,,,1.0,,,,,,,,,,
2,1704,4.63255,,,,1.0,,,,,,,,,,
2,1705,3.71624,,,,1.0,,,,,,,,,,
2,1706,2.23808,,,,1.0,,,,,,,,,,
2,1707,6.10027,,,,1.0,,,,,,,,,,
2,1708,11.7609,,,,1.0,,,,,,,,,,
2,1709,19.9646,,,,1.0,,,,,,,,,,
2,1710,10.86,,,,1.0,,,,,,,,,,
2,1711,3.97795,,,,1.0,,,,,,,,,,
2,1712,5.27033,,,,1.0,,,,,,,,,,
2,1713,12.2013,,,,1.0,,,,,,,,,,
2,1714,5.61497,,,,1.0,,,,,,,,,,
2,1715,11.2197,,,,1.0,,,,,,,,,,
2,1716,7.56659,,,,1.0,,,,,,,,,,
2,1717,14.8914,,,,1.0,,,,,,,,,,
2,1718,17.2289,,,,1.0,,,,,,,,,,
2,1719,33.6366,,,,1.0,,,,,,,,,,
2,1720,15.0658,,,,,,,1.0,,,,,,,
2,1721,18.0305,,,,,,,1.0,,,,,,,
2,1722,20.0608,,,,,,,1.0,,,,,,,
2,1723,25.1546,,,,0.3161113243878035,,,0.6838886756121965,,,,,,,
2,1724,26.0257,,,,0.2834921766154259,,,0.7165078233845741,,,,,,,
2,1725,9.23606,,,,,,,1.0,,,,,,,
2,1726,21.194,,,,0.17593188207657892,,,0.824068117923421,,,,,,,
2,1727,12.446,,,,,,,1.0,,,,,,,
2,1728,8.40372,,,,,,,1.0,,,,,,,
2,1729,20.4943,,,,,,,1.0,,,,,,,
2,1730,21.9057,,,,0.21136768550467436,,,0.7886323144953256,,,,,,,
2,1731,5.213,,,,,,,1.0,,,,,,,
2,1732,7.40788,,,,,,,1.0,,,,,,,
2,1733,13.6449,,,,,,,1.0,,,,,,,
2,1734,10.8411,,,,,,,1.0,,,,,,,
2,1735,5.96829,,,,,,,1.0,,,,,,,
2,1736,6.40931,,,,,,,1.0,,,,,,,
2,1737,25.6183,,,,,,,1.0,,,,,,,
2,1738,10.7499,,,,,,,1.0,,,,,,,
2,1739,21.1636,,,,,,,1.0,,,,,,,
2,1740,14.1671,,,,,,,1.0,,,,,,,
2,1741,6.82673,,,,,,,1.0,,,,,,,
2,1742,6.81434,,,,,,,1.0,,,,,,,
2,1743,9.00998,,,,,,,1.0,,,,,,,
2,1744,12.812,,,,,,,1.0,,,,,,,
2,1745,24.7093,,,,,,,1.0,,,,,,,
2,1746,5.4879,,,,,,,1.0,,,,,,,
2,1747,7.9091,,,,,,,1.0,,,,,,,
2,1748,16.0487,,,,,,,1.0,,,,,,,
2,1749,3.35971,,,,,,,1.0,,,,,,,
2,2020,3.96488,,,1.0,,,,,,,,,,,
2,2021,6.74334,,,1.0,,,,,,,,,,,
2,2022,6.78799,,,1.0,,,,,,,,,,,
2,2023,4.74478,,,1.0,,,,,,,,,,,
2,2024,4.39152,,,1.0,,,,,,,,,,,
2,2025,5.76842,,,1.0,,,,,,,,,,,
2,2026,6.40972,,,1.0,,,,,,,,,,,
2,2027,6.1082,,,1.0,,,,,,,,,,,
2,2028,19.3701,,,1.0,,,,,,,,,,,
2,2029,12.5126,,,1.0,,,,,,,,,,,
2,2030,10.1168,,,1.0,,,,,,,,,,,
2,2031,13.6526,,,1.0,,,,,,,,,,,
2,2032,11.7004,,,1.0,,,,,,,,,,,
2,2033,6.21318,,,0.03922049571370755,,,,,,,0.5913305289493372,0.36944897533695525,,,
2,2034,2.5407,,,0.008342875838377227,,,,,,,,0.9916571241616228,,,
2,2035,14.8724,,,,,,,1.0,,,,,,,
2,2036,18.3952,,,,,,,1.0,,,,,,,
2,2037,16.3116,,,,,,,1.0,,,,,,,
2,2038,18.3333,,,,0.09624059213477545,,,0.9037594078652246,,,,,,,
2,2039,18.5177,,,,9.435723237929963E-5,,,0.9999056427676206,,,,,,,
2,2040,18.0179,,,,,,,1.0,,,,,,,
2,2041,19.6656,,,,0.008588309851535266,,,0.9914116901484648,,,,,,,
2,2042,13.6366,,,,,,,1.0,,,,,,,
2,2043,6.30588,,,,,,,1.0,,,,,,,
2,2044,9.81482,,,,,,,1.0,,,,,,,
2,2045,9.67732,,,,,,,1.0,,,,,,,
2,2046,6.94468,,,,0.41074426719022594,,,0.589255732809774,,,,,,,
2,2047,4.17215,,,,0.051081533811587344,,,0.9489184661884127,,,,,,,
2,2048,11.2039,,,,,,,1.0,,,,,,,
2,2049,5.19718,,,,,,,1.0,,,,,,,
2,2050,8.34058,,,,,,,1.0,,,,,,,
2,2051,12.3948,,,,0.4892207163304464,,,0.5107792836695536,,,,,,,
2,2052,38.4881,,,,0.929473173100267,,,0.07052682689973291,,,,,,,
2,2053,3.75136,,,,,,,1.0,,,,,,,
2,2054,12.1539,,,,0.1016949152542373,,,0.8983050847457628,,,,,,,
2,2055,1.09759,,,,,,,1.0,,,,,,,
2,2056,2.30748,,,,,,,1.0,,,,,,,
2,2057,3.66091,,,,,,,1.0,,,,,,,
2,2058,5.63675,,,,,,,1.0,,,,,,,
2,2059,1.04801,,,,,,,1.0,,,,,,,
2,2060,2.24206,,,,,,,1.0,,,,,,,
2,2061,2.46724,,,,,,,1.0,,,,,,,
2,2062,8.21688,,,,,,,1.0,,,,,,,
2,2063,3.76234,,,,,,,1.0,,,,,,,
2,2064,2.65107,,,,,,,1.0,,,,,,,
2,2065,3.6862,,,,,,,1.0,,,,,,,
2,2066,1.87798,,,,,,,1.0,,,,,,,
2,2067,13.8494,,,,,,,1.0,,,,,,,
2,2068,6.12605,,,,,,,1.0,,,,,,,
2,2069,4.49574,,,,,,,1.0,,,,,,,
2,2070,12.81,,,,,,,1.0,,,,,,,
2,2071,4.62535,,,,,,,1.0,,,,,,,
2,2072,4.54074,,,,,,,1.0,,,,,,,
2,2073,7.80207,,,,,,,1.0,,,,,,,
2,2074,3.03065,,,,,,,1.0,,,,,,,
2,2075,34.0529,,,,1.0,,,,,,,,,,
2,2076,19.714,,,,1.0,,,,,,,,,,
2,2077,27.0854,,,,0.7859024681763215,,,0.21409753182367855,,,,,,,
2,2078,30.645,,,,0.7656182391426442,,,0.2343817608573557,,,,,,,
2,2079,11.8224,,,,,,,1.0,,,,,,,
2,2080,13.7966,,,,,,,1.0,,,,,,,
2,2081,19.7457,,,,0.3912923765935448,,,0.6087076234064552,,,,,,,
2,2082,30.5359,,,,1.0,,,,,,,,,,
2,2083,9.95515,,,,0.9949630816782097,,,0.005036918321790397,,,,,,,
2,2084,11.2358,,,,0.850380337401535,,,0.1496196625984651,,,,,,,
2,2085,48.5124,,,,0.9124456617057527,,,0.08755433829424734,,,,,,,
2,2086,14.7293,,,,1.0,,,,,,,,,,
2,2087,12.1399,,,,1.0,,,,,,,,,,
2,2088,6.87978,,,,1.0,,,,,,,,,,
2,2089,11.1033,,,,1.0,,,,,,,,,,
2,2090,18.7141,,,,1.0,,,,,,,,,,
2,2091,45.3674,,,,0.5477523832015591,,,0.4522476167984409,,,,,,,
2,2092,21.8413,,,,1.0,,,,,,,,,,
2,2093,12.8936,,,,1.0,,,,,,,,,,
2,2094,15.8946,,,,1.0,,,,,,,,,,
2,2095,26.2964,,,,1.0,,,,,,,,,,
2,2096,10.0634,,,,1.0,,,,,,,,,,
2,2097,6.23357,,,,1.0,,,,,,,,,,
2,2098,7.55676,,,,1.0,,,,,,,,,,
2,2099,10.1204,,,,1.0,,,,,,,,,,
2,2100,13.5989,,,,1.0,,,,,,,,,,
2,2101,11.2971,,,,1.0,,,,,,,,,,
2,2102,15.7215,,,,1.0,,,,,,,,,,
2,2103,11.5279,,,,1.0,,,,,,,,,,
2,2104,8.93664,,,,1.0,,,,,,,,,,
2,2105,6.89136,,,,1.0,,,,,,,,,,
2,2106,5.17719,,,,1.0,,,,,,,,,,
2,2107,5.0845,,,,1.0,,,,,,,,,,
2,2108,8.77874,,,,1.0,,,,,,,,,,
2,2109,18.4682,,,,1.0,,,,,,,,,,
2,2110,38.5151,,,,1.0,,,,,,,,,,
2,2111,47.8828,,,,1.0,,,,,,,,,,
2,2112,39.9979,,,,1.0,,,,,,,,,,
2,2113,24.2868,,,,1.0,,,,,,,,,,
2,2114,8.74109,,,,1.0,,,,,,,,,,
2,2115,23.0445,,,,1.0,,,,,,,,,,
2,2117,29.7042,,,,1.0,,,,,,,,,,
2,2118,25.7363,,,,1.0,,,,,,,,,,
2,2122,9.06245,,,,0.21389789150185948,,,0.7861021084981406,,,,,,,
2,2123,4.48346,,,,,,,1.0,,,,,,,
2,2126,5.45288,,,,1.0,,,,,,,,,,
2,2130,40.7385,,,,1.0,,,,,,,,,,
2,2131,9.94879,,,,1.0,,,,,,,,,,
2,2132,12.5174,,,,1.0,,,,,,,,,,
2,2134,23.0709,,,,1.0,,,,,,,,,,
2,2135,18.4525,,,,0.29667221160814283,,,0.7033277883918572,,,,,,,
2,2136,14.7088,,,,0.2174317305432372,,,0.7825682694567628,,,,,,,
2,2137,14.5364,,,,0.15661353259264482,,,0.8433864674073551,,,,,,,
2,2142,18.0011,,,,0.32127264017759755,,,0.6787273598224025,,,,,,,
2,2145,15.0722,,,,,,,1.0,,,,,,,
2,2148,18.7664,,,,,,,1.0,,,,,,,
2,2149,8.08175,,,,,,,1.0,,,,,,,
2,2150,13.3706,,,,0.10216179214869815,,,0.8978382078513019,,,,,,,
2,2151,6.51038,,,,0.006675536260299231,,,0.9933244637397007,,,,,,,
2,2152,18.5247,,,,0.040356923909678245,,,0.9596430760903217,,,,,,,
2,2153,21.913,,,,1.0,,,,,,,,,,
2,2154,22.3555,,,,1.0,,,,,,,,,,
2,2156,34.6106,,,,1.0,,,,,,,,,,
2,2157,24.5231,,,,1.0,,,,,,,,,,
2,2158,9.9836,,,,1.0,,,,,,,,,,
2,2160,29.0805,,,,1.0,,,,,,,,,,
2,2164,26.4603,,,,0.9073402200989226,,,,,0.09265977990107746,,,,,
2,2166,16.5851,,,,1.0,,,,,,,,,,
2,2172,5.90238,,,,,,,,,1.0,,,,,
2,2173,10.2229,,,,,,,,,1.0,,,,,
2,2174,7.46668,,,,0.6476666276626594,,,,,0.3523333723373407,,,,,
2,2284,7.42166,,,,0.4279503677410777,,,,,0.5720496322589224,,,,,
2,2287,3.7082,,,,,,,,,1.0,,,,,
2,2288,9.27577,,,,0.5546867003746087,,,,,0.44531329962539146,,,,,
2,2289,6.39271,,,,,,,,,1.0,,,,,
2,2291,11.2931,,,,0.9965261196790445,,,,,0.003473880320955602,,,,,
2,2292,4.27835,,,,0.1353647063000373,,,,,0.8646352936999627,,,,,
2,2293,6.37841,,,,0.003244916793188652,,,,,0.9967550832068114,,,,,
2,2294,47.954,,,,1.0,,,,,,,,,,
2,2295,13.7155,,,,1.0,,,,,,,,,,
2,2296,12.7341,,,,1.0,,,,,,,,,,
2,2298,20.0552,,,,1.0,,,,,,,,,,
2,2299,41.9348,,,,1.0,,,,,,,,,,
2,2302,53.7147,,,,0.41605676357957805,,,,,0.583943236420422,,,,,
2,2304,36.8533,,,,1.0,,,,,,,,,,
2,2305,56.8456,,,,1.0,,,,,,,,,,
2,2308,14.3684,,,,1.0,,,,,,,,,,
2,2309,21.2102,,,,1.0,,,,,,,,,,
2,2310,18.6243,,,,1.0,,,,,,,,,,
2,2311,17.6477,,,,1.0,,,,,,,,,,
2,2312,6.91183,,,,1.0,,,,,,,,,,
2,2313,11.0026,,,,1.0,,,,,,,,,,
2,2315,14.8497,,,,1.0,,,,,,,,,,
2,2317,16.1476,,,,1.0,,,,,,,,,,
2,2318,17.6197,,,,0.9997715330134795,,,2.284669865204478E-4,,,,,,,
2,2320,3.10565,,,,,,,1.0,,,,,,,
2,2321,14.3275,,,,0.8250804199044224,,,0.17491958009557765,,,,,,,
2,2322,5.44963,,,,,,,1.0,,,,,,,
2,2323,5.74968,,,,,,,1.0,,,,,,,
2,2324,6.51376,,,,0.027876696760055247,,,0.9721233032399448,,,,,,,
2,2325,5.25043,,,,,,,1.0,,,,,,,
2,2326,2.46182,,,,,,,1.0,,,,,,,
2,2327,1.92026,,,,,,,1.0,,,,,,,
2,2328,4.89777,,,,0.1269285038686369,,,0.8730714961313631,,,,,,,
2,2329,2.30005,,,,,,,1.0,,,,,,,
2,2330,4.38982,,,,0.04703267815604921,,,0.9529673218439508,,,,,,,
2,2332,8.09804,,,,,,,1.0,,,,,,,
2,2333,7.84754,,,,0.42005215514947436,,,0.5799478448505258,,,,,,,
2,2334,1.70589,,,,,,,1.0,,,,,,,
2,2335,2.21877,,,,,,,1.0,,,,,,,
2,2336,3.53611,,,,0.019580885275131302,,,0.9804191147248688,,,,,,,
2,2337,1.85161,,,,,,,1.0,,,,,,,
2,2338,20.0823,,,,0.5747097750047269,,,0.42529022499527314,,,,,,,
2,2339,17.4669,,,,0.06743285522645392,,,0.9325671447735461,,,,,,,
2,2340,2.53696,,,,,,,1.0,,,,,,,
2,2341,5.15056,,,,,,,1.0,,,,,,,
2,2342,5.94867,,,,,,,1.0,,,,,,,
2,2343,2.94742,,,,,,,1.0,,,,,,,
2,2344,5.21366,,,,0.2431938354867373,,,0.7568061645132628,,,,,,,
2,2345,3.26962,,,,,,,1.0,,,,,,,
2,2346,4.45288,,,,0.260404493615279,,,0.739595506384721,,,,,,,
2,2347,7.4167,,,,0.3273299715872731,,,0.6726700284127268,,,,,,,
2,2348,7.85651,,,,0.001416362124639867,,,0.9985836378753602,,,,,,,
2,2349,11.262,,,,,,,1.0,,,,,,,
2,2350,13.3311,,,,0.9939544433275337,,,0.006045556672466384,,,,,,,
2,2351,50.0433,,,,1.0,,,,,,,,,,
2,2352,24.6316,,,,1.0,,,,,,,,,,
2,2353,11.0107,,,,1.0,,,,,,,,,,
2,2354,39.9375,,,,1.0,,,,,,,,,,
2,2355,20.0108,,,,1.0,,,,,,,,,,
2,2356,23.852,,,,1.0,,,,,,,,,,
2,2357,35.5167,,,,1.0,,,,,,,,,,
2,2358,29.26,,,,1.0,,,,,,,,,,
2,2359,11.5733,,,,1.0,,,,,,,,,,
2,2360,3.57629,,,,1.0,,,,,,,,,,
2,2361,38.6322,,,,1.0,,,,,,,,,,
2,2362,30.8748,,,,1.0,,,,,,,,,,
2,2363,40.9928,,,,1.0,,,,,,,,,,
2,2364,17.3291,,,,1.0,,,,,,,,,,
2,2365,14.5637,,,,1.0,,,,,,,,,,
2,2366,19.7676,,,,1.0,,,,,,,,,,
2,2367,7.99527,,,,1.0,,,,,,,,,,
2,2368,7.03293,,,,1.0,,,,,,,,,,
2,2369,23.4527,,,,1.0,,,,,,,,,,
2,2370,18.6372,,,,1.0,,,,,,,,,,
2,2371,18.4216,,,,1.0,,,,,,,,,,
2,2372,26.4163,,,,1.0,,,,,,,,,,
2,2373,21.3122,,,,1.0,,,,,,,,,,
2,2374,7.06887,,,,1.0,,,,,,,,,,
2,2375,19.9282,,,,1.0,,,,,,,,,,
2,2376,7.64584,,,,1.0,,,,,,,,,,
2,2377,12.0995,,,,1.0,,,,,,,,,,
2,2378,8.19159,,,,1.0,,,,,,,,,,
2,2379,32.8544,,,,1.0,,,,,,,,,,
2,2380,8.58339,,,,1.0,,,,,,,,,,
2,2381,7.41296,,,,1.0,,,,,,,,,,
2,2382,2.71587,,,,1.0,,,,,,,,,,
2,2383,4.55538,,,,1.0,,,,,,,,,,
2,2384,12.9383,,,,1.0,,,,,,,,,,
2,2385,8.77412,,,,1.0,,,,,,,,,,
2,2386,12.0017,,,,1.0,,,,,,,,,,
2,2387,7.12572,,,,1.0,,,,,,,,,,
2,2388,15.7683,,,,1.0,,,,,,,,,,
2,2389,9.33865,,,,1.0,,,,,,,,,,
2,2390,9.09607,,,,1.0,,,,,,,,,,
2,2391,21.578,,,,1.0,,,,,,,,,,
2,2392,11.2216,,,,1.0,,,,,,,,,,
2,2393,21.4596,,,,1.0,,,,,,,,,,
2,2394,12.1311,,,,1.0,,,,,,,,,,
2,2395,13.3805,,,,1.0,,,,,,,,,,
2,2396,16.2796,,,,1.0,,,,,,,,,,
2,2397,14.1649,,,,1.0,,,,,,,,,,
2,2398,4.13837,,,,1.0,,,,,,,,,,
2,2399,8.64354,,,,1.0,,,,,,,,,,
2,2400,6.8125,,,,1.0,,,,,,,,,,
2,2401,4.09354,,,,1.0,,,,,,,,,,
2,2402,5.72141,,,,1.0,,,,,,,,,,
2,2403,6.06878,,,,1.0,,,,,,,,,,
2,2404,5.0481,,,,1.0,,,,,,,,,,
2,2405,2.36101,,,,1.0,,,,,,,,,,
